,treatment,block,Year,species,group,percentcover
490,Ambient,C,5,Agrimonia_eupatoria,Forbs,2
491,Ambient,C,5,Brachypodium_pinnatum,Grass,30
492,Ambient,C,5,Bromus_commutatus,Grass,3
493,Ambient,C,5,Clinopodium_vulgare,Forbs,1
494,Ambient,C,5,Crepis_capillaris,Forbs,1
495,Ambient,C,5,Dactylis_glomerata,Grass,1
496,Ambient,C,5,Festuca_rubra,Grass,25
497,Ambient,C,5,Hypericum_perforatum,Forbs,1
498,Ambient,C,5,Linum_catharticum,Forbs,1
499,Ambient,C,5,Lotus_corniculatus,Legumes,40
500,Ambient,C,5,Medicago_lupulina,Legumes,5
501,Ambient,C,5,Pastinaca_sativa,Forbs,1
502,Ambient,C,5,Poa_trivialis,Grass,1
503,Ambient,C,5,Potentilla_reptans,Forbs,2
504,Ambient,C,5,Senecio_erucifolius,Forbs,1
505,Ambient,C,5,Tragopogon_pratensis,Forbs,1
506,Ambient,C,5,Trifolium_repens,Legumes,1
507,Ambient,C,5,Trisetum_flavescens,Grass,8
508,Ambient,C,5,Veronica_chamaedrys,Forbs,1
509,Ambient,C,5,Vicia_sativa,Legumes,1
510,Ambient,C,5,Viola_hirta,Forbs,1
511,Ambient,C,6,Agrimonia_eupatoria,Forbs,1
512,Ambient,C,6,Brachypodium_pinnatum,Grass,15
513,Ambient,C,6,Cerastium_fontanum,Forbs,1
514,Ambient,C,6,Clinopodium_vulgare,Forbs,2
515,Ambient,C,6,Crepis_capillaris,Forbs,1
516,Ambient,C,6,Dactylis_glomerata,Grass,2
517,Ambient,C,6,Festuca_rubra,Grass,20
518,Ambient,C,6,Hypericum_hirsutum,Forbs,1
519,Ambient,C,6,Linum_catharticum,Forbs,1
520,Ambient,C,6,Lotus_corniculatus,Legumes,15
521,Ambient,C,6,Medicago_lupulina,Legumes,25
522,Ambient,C,6,Pastinaca_sativa,Forbs,2
523,Ambient,C,6,Potentilla_reptans,Forbs,2
524,Ambient,C,6,Prunella_vulgaris,Forbs,1
525,Ambient,C,6,Senecio_erucifolius,Forbs,1
526,Ambient,C,6,Taraxacum_sect_vulgaria,Forbs,1
527,Ambient,C,6,Tragopogon_pratensis,Forbs,1
528,Ambient,C,6,Trifolium_pratense,Legumes,2
529,Ambient,C,6,Trifolium_repens,Legumes,3
530,Ambient,C,6,Trisetum_flavescens,Grass,4
531,Ambient,C,6,Veronica_chamaedrys,Forbs,1
532,Ambient,C,6,Vicia_sativa,Legumes,1
533,Ambient,C,6,Viola_hirta,Forbs,1
534,Ambient,C,7,Agrimonia_eupatoria,Forbs,2
535,Ambient,C,7,Arrhenatherum_elatius,Grass,1
536,Ambient,C,7,Brachypodium_pinnatum,Grass,35
537,Ambient,C,7,Cerastium_fontanum,Forbs,1
538,Ambient,C,7,Clinopodium_vulgare,Forbs,3
539,Ambient,C,7,Crataegus_monogyna,Woody,1
540,Ambient,C,7,Crepis_capillaris,Forbs,1
541,Ambient,C,7,Festuca_rubra,Grass,10
542,Ambient,C,7,Hypericum_hirsutum,Forbs,1
543,Ambient,C,7,Lotus_corniculatus,Legumes,20
544,Ambient,C,7,Medicago_lupulina,Legumes,18
545,Ambient,C,7,Pastinaca_sativa,Forbs,2
546,Ambient,C,7,Potentilla_reptans,Forbs,2
547,Ambient,C,7,Primula_veris,Forbs,1
548,Ambient,C,7,Prunella_vulgaris,Forbs,1
549,Ambient,C,7,Senecio_erucifolius,Forbs,1
550,Ambient,C,7,Taraxacum_sect._vulgaria,Forbs,1
551,Ambient,C,7,Tragopogon_pratensis,Forbs,1
552,Ambient,C,7,Trifolium_pratense,Legumes,2
553,Ambient,C,7,Trifolium_repens,Legumes,2
554,Ambient,C,7,Trisetum_flavescens,Grass,10
555,Ambient,C,7,Veronica_chamaedrys,Forbs,1
556,Ambient,C,7,Vicia_hirsuta,Legumes,1
557,Ambient,C,7,Vicia_sativa,Legumes,1
558,Ambient,C,7,Viola_hirta,Forbs,1
559,Ambient,D,1,Arrhenatherum_elatius,Grass,5
560,Ambient,D,1,Brachypodium_sylvaticum,Grass,1
561,Ambient,D,1,Carex_flacca,Grass,3
562,Ambient,D,1,Cerastium_fontanum,Forbs,1
563,Ambient,D,1,Clinopodium_vulgare,Forbs,12
564,Ambient,D,1,Crepis_capillaris,Forbs,6
565,Ambient,D,1,Dactylis_glomerata,Grass,3
566,Ambient,D,1,Geranium_dissectum,Forbs,2
567,Ambient,D,1,Geranium_pusillum,Forbs,0.1
568,Ambient,D,1,Holcus_lanatus,Grass,1
569,Ambient,D,1,Medicago_lupulina,Legumes,3
570,Ambient,D,1,Pastinaca_sativa,Forbs,2
571,Ambient,D,1,Poa_trivialis,Grass,30
572,Ambient,D,1,Potentilla_reptans,Forbs,10
573,Ambient,D,1,Prunella_vulgaris,Forbs,5
574,Ambient,D,1,Ranunculus_acris,Forbs,2
575,Ambient,D,1,Rhinanthus_minor,Forbs,0.1
576,Ambient,D,1,Trifolium_campestre,Legumes,4
577,Ambient,D,1,Trifolium_pratense,Legumes,3
578,Ambient,D,1,Trifolium_repens,Legumes,12
579,Ambient,D,1,Trisetum_flavescens,Grass,25
580,Ambient,D,1,Veronica_chamaedrys,Forbs,0.1
581,Ambient,D,1,Vicia_sativa,Legumes,0.1
582,Ambient,D,1,Viola_hirta,Forbs,1
583,Ambient,D,2,Agrimonia_eupatoria,Forbs,1
584,Ambient,D,2,Arrhenatherum_elatius,Grass,30
585,Ambient,D,2,Brachypodium_pinnatum,Grass,3
586,Ambient,D,2,Brachypodium_sylvaticum,Grass,4
587,Ambient,D,2,Clinopodium_vulgare,Forbs,5
588,Ambient,D,2,Festuca_rubra,Grass,5
589,Ambient,D,2,Galium_mollugo,Forbs,1
590,Ambient,D,2,Geranium_dissectum,Forbs,7
591,Ambient,D,2,Glechoma_hederacea,Forbs,7
592,Ambient,D,2,Holcus_lanatus,Grass,1
593,Ambient,D,2,Jacobaea_vulgaris,Forbs,2
594,Ambient,D,2,Linum_catharticum,Forbs,7
595,Ambient,D,2,Lolium_perenne,Grass,1
596,Ambient,D,2,Lotus_corniculatus,Legumes,4
597,Ambient,D,2,Medicago_lupulina,Legumes,3
598,Ambient,D,2,Poa_pratensis,Grass,3
599,Ambient,D,2,Potentilla_reptans,Forbs,12
600,Ambient,D,2,Sanguisorba_minor,Forbs,3
601,Ambient,D,2,Scorzoneroides_autumnalis,Forbs,2
602,Ambient,D,2,Tragopogon_pratensis,Forbs,2
603,Ambient,D,2,Trifolium_pratense,Legumes,7
604,Ambient,D,2,Trifolium_repens,Legumes,8
605,Ambient,D,2,Veronica_chamaedrys,Forbs,1
606,Ambient,D,2,Viola_hirta,Forbs,1
607,Ambient,D,3,Agrimonia_eupatoria,Forbs,1
608,Ambient,D,3,Arrhenatherum_elatius,Grass,30
609,Ambient,D,3,Brachypodium_pinnatum,Grass,1
610,Ambient,D,3,Brachypodium_sylvaticum,Grass,4
611,Ambient,D,3,Carex_flacca,Grass,3
612,Ambient,D,3,Cerastium_fontanum,Forbs,1
613,Ambient,D,3,Crataegus_monogyna,Woody,1
614,Ambient,D,3,Dactylis_glomerata,Grass,1
615,Ambient,D,3,Festuca_rubra,Grass,1
616,Ambient,D,3,Galium_album,Forbs,1
617,Ambient,D,3,Galium_verum,Forbs,1
618,Ambient,D,3,Geranium_columbinum,Forbs,1
619,Ambient,D,3,Geranium_dissectum,Forbs,1
620,Ambient,D,3,Holcus_lanatus,Grass,3
621,Ambient,D,3,Hypericum_hirsutum,Forbs,1
622,Ambient,D,3,Hypericum_perforatum,Forbs,1
623,Ambient,D,3,Lotus_corniculatus,Legumes,2
624,Ambient,D,3,Medicago_lupulina,Legumes,1
625,Ambient,D,3,Pastinaca_sativa,Forbs,2
626,Ambient,D,3,Poa_trivialis,Grass,1
627,Ambient,D,3,Potentilla_reptans,Forbs,15
628,Ambient,D,3,Prunella_vulgaris,Forbs,1
629,Ambient,D,3,Ranunculus_bulbosus,Forbs,1
630,Ambient,D,3,Rosa_canina,Forbs,1
631,Ambient,D,3,Senecio_erucifolius,Forbs,1
632,Ambient,D,3,Senecio_jacobaea,Forbs,1
633,Ambient,D,3,Taraxacum_sect_vulgaria,Forbs,1
634,Ambient,D,3,Trifolium_pratense,Legumes,10
635,Ambient,D,3,Trifolium_repens,Legumes,20
636,Ambient,D,3,Veronica_chamaedrys,Forbs,3
637,Ambient,D,3,Vicia_sativa,Legumes,1
638,Ambient,D,3,Viola_hirta,Forbs,1
639,Ambient,D,4,Agrostis_stolonifera,Grass,12
640,Ambient,D,4,Arrhenatherum_elatius,Grass,2
641,Ambient,D,4,Brachypodium_pinnatum,Grass,2
642,Ambient,D,4,Brachypodium_sylvaticum,Grass,3
643,Ambient,D,4,Bromus_sterilis,Grass,1
644,Ambient,D,4,Carex_flacca,Grass,3
645,Ambient,D,4,Cerastium_fontanum,Forbs,1
646,Ambient,D,4,Clinopodium_vulgare,Forbs,1
647,Ambient,D,4,Crataegus_monogyna,Woody,1
648,Ambient,D,4,Crepis_capillaris,Forbs,1
649,Ambient,D,4,Dactylis_glomerata,Grass,4
650,Ambient,D,4,Festuca_rubra,Grass,8
651,Ambient,D,4,Galium_mollugo,Forbs,1
652,Ambient,D,4,Galium_verum,Forbs,1
653,Ambient,D,4,Geranium_columbinum,Forbs,4
654,Ambient,D,4,Geranium_dissectum,Forbs,2
655,Ambient,D,4,Glechoma_hederacea,Forbs,1
656,Ambient,D,4,Holcus_lanatus,Grass,2
657,Ambient,D,4,Hypericum_perforatum,Forbs,1
658,Ambient,D,4,Lotus_corniculatus,Legumes,2
659,Ambient,D,4,Medicago_lupulina,Legumes,2
660,Ambient,D,4,Pastinaca_sativa,Forbs,1
661,Ambient,D,4,Poa_trivialis,Grass,3
662,Ambient,D,4,Potentilla_reptans,Forbs,10
663,Ambient,D,4,Senecio_erucifolius,Forbs,1
664,Ambient,D,4,Taraxacum_sect_vulgaria,Forbs,1
665,Ambient,D,4,Trifolium_pratense,Legumes,6
666,Ambient,D,4,Trifolium_repens,Legumes,2
667,Ambient,D,4,Trisetum_flavescens,Grass,15
668,Ambient,D,4,Veronica_chamaedrys,Forbs,1
669,Ambient,D,4,Vicia_sativa,Legumes,1
670,Ambient,D,4,Viola_hirta,Forbs,1
671,Ambient,D,5,Agrostis_stolonifera,Grass,10
672,Ambient,D,5,Arrhenatherum_elatius,Grass,2
673,Ambient,D,5,Brachypodium_pinnatum,Grass,3
674,Ambient,D,5,Bromus_commutatus,Grass,1
675,Ambient,D,5,Bromus_sterilis,Grass,2
676,Ambient,D,5,Carex_flacca,Grass,1
677,Ambient,D,5,Convolvulus_arvensis,Forbs,1
678,Ambient,D,5,Crataegus_monogyna,Woody,1
679,Ambient,D,5,Crepis_capillaris,Forbs,2
680,Ambient,D,5,Festuca_rubra,Grass,18
681,Ambient,D,5,Galium_mollugo,Forbs,2
682,Ambient,D,5,Galium_verum,Forbs,1
683,Ambient,D,5,Geranium_columbinum,Forbs,1
684,Ambient,D,5,Holcus_lanatus,Grass,2
685,Ambient,D,5,Hypericum_perforatum,Forbs,1
686,Ambient,D,5,Linum_catharticum,Forbs,1
687,Ambient,D,5,Lotus_corniculatus,Legumes,2
688,Ambient,D,5,Medicago_lupulina,Legumes,2
689,Ambient,D,5,Potentilla_reptans,Forbs,8
690,Ambient,D,5,Senecio_erucifolius,Forbs,1
691,Ambient,D,5,Taraxacum_sect_vulgaria,Forbs,1
692,Ambient,D,5,Trifolium_pratense,Legumes,1
693,Ambient,D,5,Trifolium_repens,Legumes,1
694,Ambient,D,5,Trisetum_flavescens,Grass,12
695,Ambient,D,5,Veronica_chamaedrys,Forbs,1
696,Ambient,D,5,Vicia_sativa,Legumes,1
697,Ambient,D,5,Viola_hirta,Forbs,1
698,Ambient,D,6,Agrimonia_eupatoria,Forbs,2
699,Ambient,D,6,Agrostis_stolonifera,Grass,2
700,Ambient,D,6,Arrhenatherum_elatius,Grass,2
701,Ambient,D,6,Brachypodium_pinnatum,Grass,20
702,Ambient,D,6,Brachypodium_sylvaticum,Grass,5
703,Ambient,D,6,Bromus_sterilis,Grass,2
704,Ambient,D,6,Carex_flacca,Grass,1
705,Ambient,D,6,Cerastium_fontanum,Forbs,1
706,Ambient,D,6,Crepis_capillaris,Forbs,1
707,Ambient,D,6,Cynosurus_cristatus,Grass,1
708,Ambient,D,6,Dactylis_glomerata,Grass,1
709,Ambient,D,6,Festuca_rubra,Grass,5
710,Ambient,D,6,Galium_mollugo,Forbs,3
711,Ambient,D,6,Galium_verum,Forbs,2
712,Ambient,D,6,Geranium_columbinum,Forbs,1
713,Ambient,D,6,Holcus_lanatus,Grass,1
714,Ambient,D,6,Lotus_corniculatus,Legumes,7
715,Ambient,D,6,Medicago_lupulina,Legumes,18
716,Ambient,D,6,Pastinaca_sativa,Forbs,2
717,Ambient,D,6,Potentilla_reptans,Forbs,5
718,Ambient,D,6,Prunella_vulgaris,Forbs,1
719,Ambient,D,6,Senecio_jacobaea,Forbs,2
720,Ambient,D,6,Trifolium_pratense,Legumes,3
721,Ambient,D,6,Trifolium_repens,Legumes,8
722,Ambient,D,6,Trisetum_flavescens,Grass,15
723,Ambient,D,6,Veronica_chamaedrys,Forbs,2
724,Ambient,D,6,Vicia_hirsuta,Legumes,1
725,Ambient,D,6,Viola_hirta,Forbs,1
726,Ambient,D,7,Agrimonia_eupatoria,Forbs,1
727,Ambient,D,7,Arrhenatherum_elatius,Grass,2
728,Ambient,D,7,Brachypodium_pinnatum,Grass,25
729,Ambient,D,7,Brachypodium_sylvaticum,Grass,4
730,Ambient,D,7,Bromus_sterilis,Grass,1
731,Ambient,D,7,Carex_flacca,Grass,1
732,Ambient,D,7,Cerastium_fontanum,Forbs,1
733,Ambient,D,7,Clematis_vitalba,Woody,1
734,Ambient,D,7,Clinopodium_vulgare,Forbs,2
735,Ambient,D,7,Convolvolus_arvensis,Forbs,1
736,Ambient,D,7,Crataegus_monogyna,Woody,1
737,Ambient,D,7,Crepis_capillaris,Forbs,1
738,Ambient,D,7,Dactylis_glomerata,Grass,2
739,Ambient,D,7,Festuca_rubra,Grass,10
740,Ambient,D,7,Galium_mollugo,Forbs,1
741,Ambient,D,7,Galium_verum,Forbs,2
742,Ambient,D,7,Geranium_columbinum,Forbs,1
743,Ambient,D,7,Geranium_dissectum,Forbs,1
744,Ambient,D,7,Holcus_lanatus,Grass,2
745,Ambient,D,7,Lolium_perenne,Grass,2
746,Ambient,D,7,Lotus_corniculatus,Legumes,5
747,Ambient,D,7,Medicago_lupulina,Legumes,2
748,Ambient,D,7,Potentilla_reptans,Forbs,10
749,Ambient,D,7,Prunella_vulgaris,Forbs,1
750,Ambient,D,7,Tragopogon_pratensis,Forbs,1
751,Ambient,D,7,Trifolium_pratense,Legumes,8
752,Ambient,D,7,Trifolium_repens,Legumes,2
753,Ambient,D,7,Trisetum_flavescens,Grass,12
754,Ambient,D,7,Veronica_chamaedrys,Forbs,2
755,Ambient,D,7,Viola_hirta,Forbs,2
756,Ambient,E,1,Arrhenatherum_elatius,Grass,5
757,Ambient,E,1,Brachypodium_pinnatum,Grass,50
758,Ambient,E,1,Cerastium_fontanum,Forbs,7
759,Ambient,E,1,Clinopodium_vulgare,Forbs,5
760,Ambient,E,1,Festuca_rubra,Grass,5
761,Ambient,E,1,Galium_verum,Forbs,0.1
762,Ambient,E,1,Geranium_dissectum,Forbs,1
763,Ambient,E,1,Lotus_corniculatus,Legumes,4
764,Ambient,E,1,Primula_veris,Forbs,0.1
765,Ambient,E,1,Trifolium_pratense,Legumes,30
766,Ambient,E,1,Trisetum_flavescens,Grass,12
767,Ambient,E,1,Vicia_sativa,Legumes,7
768,Ambient,E,1,Viola_hirta,Forbs,0.1
769,Ambient,E,2,Agrimonia_eupatoria,Forbs,3
770,Ambient,E,2,Arrhenatherum_elatius,Grass,4
771,Ambient,E,2,Brachypodium_pinnatum,Grass,15
772,Ambient,E,2,Clinopodium_vulgare,Forbs,4
773,Ambient,E,2,Crepis_capillaris,Forbs,1
774,Ambient,E,2,Festuca_rubra,Grass,8
775,Ambient,E,2,Galium_verum,Forbs,6
776,Ambient,E,2,Geranium_dissectum,Forbs,5
777,Ambient,E,2,Holcus_lanatus,Grass,2
778,Ambient,E,2,Linum_catharticum,Forbs,4
779,Ambient,E,2,Lolium_perenne,Grass,1
780,Ambient,E,2,Lotus_corniculatus,Legumes,1
781,Ambient,E,2,Medicago_lupulina,Legumes,2
782,Ambient,E,2,Potentilla_reptans,Forbs,6
783,Ambient,E,2,Sanguisorba_minor,Forbs,4
784,Ambient,E,2,Scorzoneroides_autumnalis,Forbs,3
785,Ambient,E,2,Taraxacum_sect_vulgaria,Forbs,2
786,Ambient,E,2,Trifolium_pratense,Legumes,10
787,Ambient,E,2,Trifolium_repens,Legumes,5
788,Ambient,E,2,Trisetum_flavescens,Grass,1
789,Ambient,E,2,Vicia_sativa,Legumes,1
790,Ambient,E,3,Agrimonia_eupatoria,Forbs,2
791,Ambient,E,3,Arrhenatherum_elatius,Grass,35
792,Ambient,E,3,Brachypodium_pinnatum,Grass,20
793,Ambient,E,3,Carex_flacca,Grass,2
794,Ambient,E,3,Clinopodium_vulgare,Forbs,2
795,Ambient,E,3,Crepis_capillaris,Forbs,1
796,Ambient,E,3,Dactylis_glomerata,Grass,1
797,Ambient,E,3,Festuca_rubra,Grass,5
798,Ambient,E,3,Geranium_dissectum,Forbs,1
799,Ambient,E,3,Geranium_pusilum,Forbs,1
800,Ambient,E,3,Holcus_lanatus,Grass,1
801,Ambient,E,3,Hypericum_hirsutum,Forbs,1
802,Ambient,E,3,Linum_catharticum,Forbs,1
803,Ambient,E,3,Lolium_perenne,Grass,1
804,Ambient,E,3,Lotus_corniculatus,Legumes,1
805,Ambient,E,3,Medicago_lupulina,Legumes,5
806,Ambient,E,3,Pastinaca_sativa,Forbs,1
807,Ambient,E,3,Poa_pratensis,Grass,1
808,Ambient,E,3,Poa_trivialis,Grass,1
809,Ambient,E,3,Potentilla_reptans,Forbs,1
810,Ambient,E,3,Prunella_vulgaris,Forbs,1
811,Ambient,E,3,Ranunculus_repens,Forbs,1
812,Ambient,E,3,Scorzoneroides_autumnalis,Forbs,1
813,Ambient,E,3,Taraxacum_sect_vulgaria,Forbs,3
814,Ambient,E,3,Trifolium_pratense,Legumes,5
815,Ambient,E,3,Trifolium_repens,Legumes,5
816,Ambient,E,3,Trisetum_flavescens,Grass,5
817,Ambient,E,3,Veronica_chamaedrys,Forbs,3
818,Ambient,E,3,Vicia_sativa,Legumes,1
819,Ambient,E,3,Viola_hirta,Forbs,1
820,Ambient,E,4,Agrimonia_eupatoria,Forbs,3
821,Ambient,E,4,Agrostis_stolonifera,Grass,10
822,Ambient,E,4,Arrhenatherum_elatius,Grass,12
823,Ambient,E,4,Brachypodium_pinnatum,Grass,25
824,Ambient,E,4,Brachypodium_sylvaticum,Grass,1
825,Ambient,E,4,Clinopodium_vulgare,Forbs,1
826,Ambient,E,4,Convolvulus_arvensis,Forbs,1
827,Ambient,E,4,Crepis_capillaris,Forbs,1
828,Ambient,E,4,Dactylis_glomerata,Grass,3
829,Ambient,E,4,Festuca_rubra,Grass,4
830,Ambient,E,4,Geranium_columbinum,Forbs,2
831,Ambient,E,4,Holcus_lanatus,Grass,1
832,Ambient,E,4,Hypericum_perforatum,Forbs,1
833,Ambient,E,4,Lolium_perenne,Grass,3
834,Ambient,E,4,Lotus_corniculatus,Legumes,3
835,Ambient,E,4,Pastinaca_sativa,Forbs,2
836,Ambient,E,4,Potentilla_reptans,Forbs,3
837,Ambient,E,4,Prunella_vulgaris,Forbs,1
838,Ambient,E,4,Ranunculus_bulbosus,Forbs,1
839,Ambient,E,4,Taraxacum_sect_vulgaria,Forbs,3
840,Ambient,E,4,Trifolium_pratense,Legumes,2
841,Ambient,E,4,Trifolium_repens,Legumes,1
842,Ambient,E,4,Trisetum_flavescens,Grass,20
843,Ambient,E,4,Veronica_chamaedrys,Forbs,1
844,Ambient,E,4,Vicia_sativa,Legumes,1
845,Ambient,E,5,Agrimonia_eupatoria,Forbs,2
846,Ambient,E,5,Agrostis_stolonifera,Grass,12
847,Ambient,E,5,Arrhenatherum_elatius,Grass,5
848,Ambient,E,5,Brachypodium_pinnatum,Grass,20
849,Ambient,E,5,Brachypodium_sylvaticum,Grass,1
850,Ambient,E,5,Bromus_commutatus,Grass,1
851,Ambient,E,5,Carex_flacca,Grass,1
852,Ambient,E,5,Clinopodium_vulgare,Forbs,4
853,Ambient,E,5,Convolvulus_arvensis,Forbs,1
854,Ambient,E,5,Crepis_capillaris,Forbs,1
855,Ambient,E,5,Dactylis_glomerata,Grass,1
856,Ambient,E,5,Festuca_rubra,Grass,6
857,Ambient,E,5,Geranium_columbinum,Forbs,1
858,Ambient,E,5,Holcus_lanatus,Grass,1
859,Ambient,E,5,Linum_catharticum,Forbs,1
860,Ambient,E,5,Lolium_perenne,Grass,3
861,Ambient,E,5,Lotus_corniculatus,Legumes,3
862,Ambient,E,5,Medicago_lupulina,Legumes,6
863,Ambient,E,5,Orobanche_minor,Forbs,1
864,Ambient,E,5,Pastinaca_sativa,Forbs,3
865,Ambient,E,5,Potentilla_reptans,Forbs,6
866,Ambient,E,5,Primula_veris,Forbs,1
867,Ambient,E,5,Ranunculus_bulbosus,Forbs,1
868,Ambient,E,5,Taraxacum_sect_vulgaria,Forbs,1
869,Ambient,E,5,Trifolium_pratense,Legumes,3
870,Ambient,E,5,Trifolium_repens,Legumes,2
871,Ambient,E,5,Trisetum_flavescens,Grass,6
872,Ambient,E,5,Vicia_hirsuta,Legumes,1
873,Ambient,E,5,Vicia_sativa,Legumes,3
874,Ambient,E,6,Agrimonia_eupatoria,Forbs,10
875,Ambient,E,6,Agrostis_stolonifera,Grass,2
876,Ambient,E,6,Arrhenatherum_elatius,Grass,5
877,Ambient,E,6,Brachypodium_pinnatum,Grass,20
878,Ambient,E,6,Bromus_commutatus,Grass,2
879,Ambient,E,6,Carex_flacca,Grass,4
880,Ambient,E,6,Clinopodium_vulgare,Forbs,1
881,Ambient,E,6,Crepis_capillaris,Forbs,2
882,Ambient,E,6,Dactylis_glomerata,Grass,2
883,Ambient,E,6,Geranium_columbinum,Forbs,3
884,Ambient,E,6,Linum_catharticum,Forbs,1
885,Ambient,E,6,Lolium_perenne,Grass,4
886,Ambient,E,6,Lotus_corniculatus,Legumes,3
887,Ambient,E,6,Medicago_lupulina,Legumes,40
888,Ambient,E,6,Orobanche_minor,Forbs,1
889,Ambient,E,6,Poa_trivialis,Grass,1
890,Ambient,E,6,Potentilla_reptans,Forbs,3
891,Ambient,E,6,Primula_veris,Forbs,2
892,Ambient,E,6,Ranunculus_bulbosus,Forbs,2
893,Ambient,E,6,Taraxacum_sect_vulgaria,Forbs,1
894,Ambient,E,6,Trifolium_pratense,Legumes,12
895,Ambient,E,6,Trifolium_repens,Legumes,3
896,Ambient,E,6,Trisetum_flavescens,Grass,30
897,Ambient,E,6,Veronica_chamaedrys,Forbs,2
898,Ambient,E,6,Vicia_sativa,Legumes,1
899,Ambient,E,6,Viola_hirta,Forbs,1
900,Ambient,E,7,Agrimonia_eupatoria,Forbs,6
901,Ambient,E,7,Agrostis_stolonifera,Grass,1
902,Ambient,E,7,Arrhenatherum_elatius,Grass,6
903,Ambient,E,7,Brachypodium_pinnatum,Grass,35
904,Ambient,E,7,Bromus_commutatus,Grass,3
905,Ambient,E,7,Carex_flacca,Grass,1
906,Ambient,E,7,Clinopodium_vulgare,Forbs,2
907,Ambient,E,7,Crepis_capillaris,Forbs,1
908,Ambient,E,7,Dactylis_glomerata,Grass,1
909,Ambient,E,7,Geranium_columbinum,Forbs,1
910,Ambient,E,7,Geranium_dissectum,Forbs,1
911,Ambient,E,7,Hypericum_perforatum,Forbs,1
912,Ambient,E,7,Lolium_perenne,Grass,3
913,Ambient,E,7,Lotus_corniculatus,Legumes,2
914,Ambient,E,7,Medicago_lupulina,Legumes,3
915,Ambient,E,7,Orobanche_minor,Forbs,1
916,Ambient,E,7,Potentilla_reptans,Forbs,5
917,Ambient,E,7,Prunella_vulgaris,Forbs,1
918,Ambient,E,7,Ranunculus_bulbosus,Forbs,1
919,Ambient,E,7,Taraxacum_sect._vulgaria,Forbs,2
920,Ambient,E,7,Tragopogon_pratensis,Forbs,1
921,Ambient,E,7,Trifolium_pratense,Legumes,6
922,Ambient,E,7,Trifolium_repens,Legumes,2
923,Ambient,E,7,Trisetum_flavescens,Grass,15
924,Ambient,E,7,Veronica_chamaedrys,Forbs,3
925,Ambient,E,7,Vicia_sativa,Legumes,1
926,Drought,A,1,Arrhenatherum_elatius,Grass,0.1
927,Drought,A,1,Brachypodium_sylvaticum,Grass,3
928,Drought,A,1,Bromus_hordaceus,Grass,2
929,Drought,A,1,Clinopodium_vulgare,Forbs,28
930,Drought,A,1,Dactylis_glomerata,Grass,1
931,Drought,A,1,Galium_verum,Forbs,0.1
932,Drought,A,1,Geranium_dissectum,Forbs,11
933,Drought,A,1,Geranium_pusillum,Forbs,5
934,Drought,A,1,Holcus_lanatus,Grass,2
935,Drought,A,1,Hypericum_perforatum,Forbs,0.1
936,Drought,A,1,Jacobaea_vulgaris,Forbs,2
937,Drought,A,1,Medicago_lupulina,Legumes,17
938,Drought,A,1,Pastinaca_sativa,Forbs,9
939,Drought,A,1,Poa_trivialis,Grass,10
940,Drought,A,1,Potentilla_reptans,Forbs,9
941,Drought,A,1,Trifolium_repens,Legumes,15
942,Drought,A,1,Trisetum_flavescens,Grass,8
943,Drought,A,1,Veronica_chamaedrys,Forbs,4
944,Drought,A,1,Viola_hirta,Forbs,0.1
945,Drought,A,2,Agrimonia_eupatoria,Forbs,1
946,Drought,A,2,Arrhenatherum_elatius,Grass,3
947,Drought,A,2,Brachypodium_sylvaticum,Grass,3
948,Drought,A,2,Clinopodium_vulgare,Forbs,8
949,Drought,A,2,Crataegus_monogyna,Woody,4
950,Drought,A,2,Festuca_rubra,Grass,10
951,Drought,A,2,Geranium_dissectum,Forbs,1
952,Drought,A,2,Glechoma_hederacea,Forbs,2
953,Drought,A,2,Holcus_lanatus,Grass,4
954,Drought,A,2,Hypericum_perforatum,Forbs,1
955,Drought,A,2,Lolium_perenne,Grass,3
956,Drought,A,2,Pastinaca_sativa,Forbs,5
957,Drought,A,2,Poa_pratensis,Grass,5
958,Drought,A,2,Potentilla_reptans,Forbs,8
959,Drought,A,2,Sanguisorba_minor,Forbs,2
960,Drought,A,2,Scorzoneroides_autumnalis,Forbs,12
961,Drought,A,2,Trisetum_flavescens,Grass,3
962,Drought,A,3,Agrostis_capillaris,Grass,1
963,Drought,A,3,Arrhenatherum_elatius,Grass,15
964,Drought,A,3,Brachypodium_sylvaticum,Grass,20
965,Drought,A,3,Clinopodium_vulgare,Forbs,5
966,Drought,A,3,Crataegus_monogyna,Woody,3
967,Drought,A,3,Cynosurus_cristatus,Grass,1
968,Drought,A,3,Dactylis_glomerata,Grass,1
969,Drought,A,3,Festuca_rubra,Grass,4
970,Drought,A,3,Galium_verum,Forbs,3
971,Drought,A,3,Geranium_columbinum,Forbs,2
972,Drought,A,3,Geranium_dissectum,Forbs,1
973,Drought,A,3,Holcus_lanatus,Grass,1
974,Drought,A,3,Hypericum_hirsutum,Forbs,1
975,Drought,A,3,Hypericum_perforatum,Forbs,1
976,Drought,A,3,Knautia_arvensis,Forbs,4
977,Drought,A,3,Lolium_perenne,Grass,1
978,Drought,A,3,Medicago_lupulina,Legumes,2
979,Drought,A,3,Pastinaca_sativa,Forbs,2
980,Drought,A,3,Poa_trivialis,Grass,8
981,Drought,A,3,Potentilla_reptans,Forbs,2
982,Drought,A,3,Prunella_vulgaris,Forbs,1
983,Drought,A,3,Trifolium_repens,Legumes,8
